headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
Joe Biden Knows What He’s Doing,2023-10-29 10:00:15+00:00,"The combination of tragedy, confusion and cost is what makes leadership so difficult.",https://www.nytimes.com/2023/10/29/opinion/biden-israel-gaza-2024.html,1654,"The combination of tragedy, confusion and cost is what makes leadership so difficult.",OpEd,Opinion,,Op-Ed,By David French,
"Long on Hype, A.I. Is No Guarantee for Profits",2023-10-25 12:07:09+00:00,The latest quarterly results from Microsoft and Alphabet show that their big investments in artificial intelligence are on different trajectories.,https://www.nytimes.com/2023/10/25/business/dealbook/ai-microsoft-alphabet.html,1648,The latest quarterly results from Microsoft and Alphabet show that their big investments in artificial intelligence are on different trajectories.,Business,Business,DealBook,News,"By Andrew Ross Sorkin, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",
This Is Your Brain on Crime,2023-10-24 19:07:57+00:00,When perceptions are detached from reality.,https://www.nytimes.com/2023/10/24/opinion/crime-public-opinion.html,926,When perceptions are detached from reality.,OpEd,Opinion,,Op-Ed,By Paul Krugman,
How Ron DeSantis Lost the Internet,2023-10-21 09:01:20+00:00,The G.O.P. contender’s campaign tried to take on Donald Trump’s online army. Now it just wants to end the meme wars.,https://www.nytimes.com/2023/10/21/us/politics/ron-desantis-extremely-online.html,2005,The G.O.P. contender’s campaign tried to take on Donald Trump’s online army. Now it just wants to end the meme wars.,Politics,U.S.,Politics,News,By Ken Bensinger and Nicholas Nehamas,
"Cameo to the Moon, and Back",2023-10-20 15:30:34+00:00,A start-up that offers fans a way to buy personalized videos from celebrities was supercharged by pandemic boredom and venture capital. All it had to do was grow forever.,https://www.nytimes.com/2023/10/20/technology/cameo-to-the-moon-and-back.html,3966,A start-up that offers fans a way to buy personalized videos from celebrities was supercharged by pandemic boredom and venture capital. All it had to do was grow forever.,SundayBusiness,Technology,,News,By Erin Griffith and Sapna Maheshwari,
Biden’s Trip to Israel,2023-10-17 10:40:54+00:00,What’s behind the recent flurry of American diplomacy in the Middle East?,https://www.nytimes.com/2023/10/17/briefing/biden-israel-gaza-war.html,2065,What’s behind the recent flurry of American diplomacy in the Middle East?,NYTNow,Briefing,,briefing,By David Leonhardt and Ian Prasad Philbrick,
Tuesday Briefing,2023-10-17 04:36:09+00:00,President Biden will go to Israel.,https://www.nytimes.com/2023/10/17/briefing/biden-israel-poland-belgium-attacks.html,1108,President Biden will go to Israel.,NYTNow,Briefing,,briefing,By Natasha Frost,
Biden Weighs Visiting Israel,2023-10-16 21:40:20+00:00,"Also, we preview Teju Cole’s new book. Here’s the latest at the end of Monday.",https://www.nytimes.com/2023/10/16/briefing/biden-israel-visit-trump-gag-order-trial.html,1349,"Also, we preview Teju Cole’s new book. Here’s the latest at the end of Monday.",NYTNow,Briefing,,News,By Matthew Cullen,
Tuesday Briefing: Biden Weighs a Visit to Israel,2023-10-16 20:44:11+00:00,Plus the future of salmon farming.,https://www.nytimes.com/2023/10/16/briefing/hamas-israel-war-china-nepal-afghanistan-quake.html,1141,Plus the future of salmon farming.,NYTNow,Briefing,,briefing,By Justin Porter,
‘Big Jim’ and Babydog Go to Washington?,2023-10-15 09:00:25+00:00,"The debt-ridden, party-flipping governor of struggling West Virginia is running for the Senate. Is D.C. ready for Jim Justice (and his beloved bulldog)?",https://www.nytimes.com/2023/10/15/us/jim-justice-senate-governor-west-virginia.html,2210,"The debt-ridden, party-flipping governor of struggling West Virginia is running for the Senate. Is D.C. ready for Jim Justice (and his beloved bulldog)?",National,U.S.,,News,By Campbell Robertson,
Robert F. Kennedy Jr. Hints Strongly at Third-Party Presidential Bid,2023-09-29 22:21:17+00:00,"The political scion, whose long-shot Democratic primary challenge has faltered, released a video teasing a third-party candidacy that would put Democrats on high alert.",https://www.nytimes.com/2023/09/29/us/politics/robert-f-kennedy-third-party-democrats-primary.html,845,"The political scion, whose long-shot Democratic primary challenge has faltered, released a video teasing a third-party candidacy that would put Democrats on high alert.",Politics,U.S.,Politics,News,By Reid J. Epstein and Rebecca Davis O’Brien,
"Dianne Feinstein, a Trailblazing Senator, Dies at 90",2023-09-29 21:55:56+00:00,"Also, heavy rains flood the streets of New York City. Here’s the latest at the end of Friday.",https://www.nytimes.com/2023/09/29/briefing/dianne-feinstein-flooding-new-york-city.html,1329,"Also, heavy rains flood the streets of New York City. Here’s the latest at the end of Friday.",NYTNow,Briefing,,News,By Matthew Cullen,
‘The Mosquitoes Are Winning’,2023-09-29 10:37:55+00:00,Public health crises don’t operate on the same timetable as academic journals.,https://www.nytimes.com/2023/09/29/briefing/the-mosquitoes-are-winning.html,1446,Public health crises don’t operate on the same timetable as academic journals.,NYTNow,Briefing,,briefing,By David Leonhardt,
Why They Love Slime in SoHo,2023-09-29 04:02:05+00:00,"Two women run an emporium where, for a price, customers can squish, squeeze and set aside their phones.",https://www.nytimes.com/2023/09/29/nyregion/slime-soho.html,1483,"Two women run an emporium where, for a price, customers can squish, squeeze and set aside their phones.",Metro,New York,,briefing,By Katherine Rosman,
Republican Group Running Anti-Trump Ads Finds Little Is Working,2023-09-28 23:33:11+00:00,"With over 40 ads and $6 million spent, a group tied to the Club for Growth is no closer to an answer, a memo to donors says. Some ads even gave Donald Trump a boost.",https://www.nytimes.com/2023/09/28/us/politics/anti-trump-ads-memo.html,855,"With over 40 ads and $6 million spent, a group tied to the Club for Growth is no closer to an answer, a memo to donors says. Some ads even gave Donald Trump a boost.",Politics,U.S.,Politics,News,By Jonathan Swan,
An Appeals Court Rejected Trump’s Effort to Delay His Fraud Trial,2023-09-28 22:36:45+00:00,"Also, a government shutdown is looking likely. Here’s the latest at the end of Thursday.",https://www.nytimes.com/2023/09/28/briefing/trump-trial-appeals-court-government-shutdown.html,1291,"Also, a government shutdown is looking likely. Here’s the latest at the end of Thursday.",NYTNow,Briefing,,News,By Matthew Cullen,
Friday Briefing: New Trouble for China Evergrande,2023-09-28 20:42:59+00:00,Plus the Japanese Formula 1 driver who became a cult star.,https://www.nytimes.com/2023/09/28/briefing/china-evergrande-nagorno-karabakh-india-sikh.html,1180,Plus the Japanese Formula 1 driver who became a cult star.,NYTNow,Briefing,,briefing,By Justin Porter,
A Chaotic Republican Debate: ‘Turn Off the Mic!’,2023-09-28 17:02:29+00:00,Readers fault the debate for a lack of civility and substance. Also: Shutdown pay; Robert Menendez; Columbia University; high-quality TV; Joe Biden’s dog.,https://www.nytimes.com/2023/09/28/opinion/letters/republican-debate.html,1017,Readers fault the debate for a lack of civility and substance. Also: Shutdown pay; Robert Menendez; Columbia University; high-quality TV; Joe Biden’s dog.,Letters,Opinion,Letters,Letter,,
Biden Issues a Blistering Attack on Trump,2023-09-28 09:02:07+00:00,"During an appearance in Arizona, President Biden portrayed former President Donald J. Trump as a budding autocrat with no fidelity to the tenets of American democracy.",https://www.nytimes.com/2023/09/28/us/politics/biden-mccain-library.html,1306,"During an appearance in Arizona, President Biden portrayed former President Donald J. Trump as a budding autocrat with no fidelity to the tenets of American democracy.",Washington,U.S.,Politics,News,By Peter Baker,
Trump Tries to Court Blue-Collar Workers at a Nonunion Factory,2023-09-27 18:28:04+00:00,"A day after President Biden appeared on a union picket line, the former president spoke at an auto parts factory in Michigan.",https://www.nytimes.com/2023/09/27/us/politics/trump-autoworkers-detroit.html,1137,"A day after President Biden appeared on a union picket line, the former president spoke at an auto parts factory in Michigan.",Politics,U.S.,Politics,News,By Trip Gabriel,
"Emulating Trump, Ramaswamy Shows a Penchant for Dispensing With the Facts",2023-08-30 15:34:14+00:00,"In clashes with the news media and his rivals, the Republican upstart has retreated from past comments and lied about on-the-record statements.",https://www.nytimes.com/2023/08/30/us/politics/ramaswamy-2024-lies.html,2024,"In clashes with the news media and his rivals, the Republican upstart has retreated from past comments and lied about on-the-record statements.",Politics,U.S.,Politics,News,"By Neil Vigdor, Jonathan Weisman and Maggie Haberman",
Transcript: David Wallace-Wells Interviews Katelyn Jetelina,2023-08-29 18:47:59+00:00,"The Aug. 29, 2023, episode of “The Ezra Klein Show.”",https://www.nytimes.com/2023/08/29/podcasts/transcript-david-wallace-wells-interviews-katelyn-jetelina.html,10105,"The Aug. 29, 2023, episode of “The Ezra Klein Show.”",OpEd,Podcasts,,Op-Ed,,
It’s Time to Talk About ‘Pandemic Revisionism’,2023-08-29 09:00:03+00:00,"The epidemiologist Katelyn Jetelina takes stock of school closures, mask mandates and the pandemic response.",https://www.nytimes.com/2023/08/29/opinion/ezra-klein-podcast-katelyn-jetelina.html,429,"The epidemiologist Katelyn Jetelina takes stock of school closures, mask mandates and the pandemic response.",OpEd,Opinion,,Op-Ed,By ‘The Ezra Klein Show’,
Tuesday Briefing,2023-08-29 04:23:24+00:00,Donald Trump’s trial date.,https://www.nytimes.com/2023/08/29/briefing/donald-trump-trial-date-ukraine.html,1068,Donald Trump’s trial date.,NYTNow,Briefing,,briefing,By Natasha Frost,
A Judge Rejected Trump’s Efforts to Delay His Federal Jan. 6 Trial,2023-08-28 22:04:34+00:00,"Also, Florida braces for a hurricane. Here’s the latest at the end of Monday.",https://www.nytimes.com/2023/08/28/briefing/trump-trial-date-florida-storm-us-open.html,1291,"Also, Florida braces for a hurricane. Here’s the latest at the end of Monday.",NYTNow,Briefing,,News,By Matthew Cullen,
Where’s ‘Woke’? Republicans Test a Different Education Message,2023-08-28 18:05:05+00:00,"Ron DeSantis rose to prominence in part on his “anti-woke” agenda, especially when it comes to education. In some settings, culture-war messaging seems to be receding.",https://www.nytimes.com/2023/08/28/us/politics/republican-education-woke-2024.html,1262,"Ron DeSantis rose to prominence in part on his “anti-woke” agenda, especially when it comes to education. In some settings, culture-war messaging seems to be receding.",Politics,U.S.,Politics,News,By Trip Gabriel and Nicholas Nehamas,
How an Instagram Account Turned a Bay Area Community Against Itself,2023-08-28 13:00:06+00:00,"A conversation with Dashka Slater, who wrote recently about the fallout from a racist, student-run social media account at Albany High School.",https://www.nytimes.com/2023/08/28/us/california-instagram-bay-area.html,1343,"A conversation with Dashka Slater, who wrote recently about the fallout from a racist, student-run social media account at Albany High School.",National,U.S.,,briefing,By Soumya Karlamangla,
Monday Briefing: Russia Confirmed Prigozhin’s Death,2023-08-27 20:40:06+00:00,"Also, three U.S. Marines died in an air crash in Australia.",https://www.nytimes.com/2023/08/27/briefing/monday-briefing-russia-confirmed-prigozhins-death.html,1039,"Also, three U.S. Marines died in an air crash in Australia.",NYTNow,Briefing,,briefing,By Jonathan Wolfe,
Jill Lepore Revisits American Myths With an Eye to the Present,2023-08-26 09:00:18+00:00,“The Deadline” collects 46 essays on subjects ranging from Herman Melville and Jane Franklin to feminism and A.I.,https://www.nytimes.com/2023/08/26/books/review/jill-lepore-the-deadline.html,1024,“The Deadline” collects 46 essays on subjects ranging from Herman Melville and Jane Franklin to feminism and A.I.,BookReview,Books,Book Review,Review,By Sloane Crosley,
U.S. Consumers Show Signs of Stress,2023-08-25 21:43:32+00:00,"Also, Maui continues its search for victims. Here’s the latest at the end of Friday.",https://www.nytimes.com/2023/08/25/briefing/consumer-spending-maui-fire-search.html,1045,"Also, Maui continues its search for victims. Here’s the latest at the end of Friday.",NYTNow,Briefing,,News,By Matthew Cullen,
"The Dave Matthews Band, Reconsidered",2023-07-29 10:36:45+00:00,"When we’re young, we define ourselves as much by the culture we disdain as by what we love. One of the pleasures of adulthood is letting some of that go.",https://www.nytimes.com/2023/07/29/briefing/the-dave-matthews-band-reconsidered.html,1716,"When we’re young, we define ourselves as much by the culture we disdain as by what we love. One of the pleasures of adulthood is letting some of that go.",NYTNow,Briefing,,briefing,By Melissa Kirsch,
"A Reeling DeSantis Takes a Swing at Scott, Now a Top Rival",2023-07-28 18:56:51+00:00,"Ron DeSantis and Tim Scott, fighting to become the leading Republican alternative to Donald Trump, have clashed in recent days over Florida’s educational standards.",https://www.nytimes.com/2023/07/28/us/politics/tim-scott-desantis-florida-slavery.html,743,"Ron DeSantis and Tim Scott, fighting to become the leading Republican alternative to Donald Trump, have clashed in recent days over Florida’s educational standards.",Politics,U.S.,Politics,News,By Nicholas Nehamas,
Record Heat Hits the Northeast,2023-07-27 21:53:04+00:00,"Also, Ukraine seeks a breakthrough in the south. Here’s the latest at the end of Thursday.",https://www.nytimes.com/2023/07/27/briefing/heat-northeast-ukraine-offensive-swans.html,1223,"Also, Ukraine seeks a breakthrough in the south. Here’s the latest at the end of Thursday.",NYTNow,Briefing,,News,By Matthew Cullen,
"DeSantis 2.0: Budget Venues, but a Familiar Stump Speech",2023-07-27 21:23:50+00:00,"On a bus tour in Iowa to start off a campaign reset, Ron DeSantis suggested that his top advisers had not followed his strategy.",https://www.nytimes.com/2023/07/27/us/politics/desantis-iowa-campaign-bus.html,1079,"On a bus tour in Iowa to start off a campaign reset, Ron DeSantis suggested that his top advisers had not followed his strategy.",Politics,U.S.,Politics,News,By Nicholas Nehamas,
Why Won’t Simon Ateba Stop Shouting?,2023-07-26 12:00:18+00:00,"The Today News Africa gadfly has become a hero on the right, thanks to his confrontational behavior in the White House briefing room.",https://www.nytimes.com/2023/07/26/style/simon-ateba-white-house-today-news-africa.html,2190,"The Today News Africa gadfly has become a hero on the right, thanks to his confrontational behavior in the White House briefing room.",Styles,Style,,News,By Joseph Bernstein,
Trump to Return Ancient Coins and Lamps to Israel’s Antiquities Agency,2023-07-25 17:19:04+00:00,"The items have been at former President Donald J. Trump’s home in Florida since 2021, when they were presented to him during a Hanukkah celebration.",https://www.nytimes.com/2023/07/25/us/politics/trump-israel-antiquities.html,495,"The items have been at former President Donald J. Trump’s home in Florida since 2021, when they were presented to him during a Hanukkah celebration.",Politics,U.S.,Politics,News,By Anjali Huynh,
Big Tech Earnings Will Test Investors’ Fervor for A.I.,2023-07-25 12:09:58+00:00,"Microsoft and Alphabet will report results on Tuesday, as investors look for signs that a rally in stocks tied to artificial intelligence is justified.",https://www.nytimes.com/2023/07/25/business/tech-earnings-ai-microsoft-alphabet.html,1580,"Microsoft and Alphabet will report results on Tuesday, as investors look for signs that a rally in stocks tied to artificial intelligence is justified.",Business,Business,,News,"By Andrew Ross Sorkin, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",
Rethinking the Circus,2023-07-23 11:06:11+00:00,Can Cirque du Soleil get Gen Z’s attention?,https://www.nytimes.com/2023/07/23/briefing/cirque-du-soleil-reinvention.html,1506,Can Cirque du Soleil get Gen Z’s attention?,NYTNow,Briefing,,briefing,By German Lopez,
Spain’s Vote on Sunday: Here’s What to Know,2023-07-23 04:01:14+00:00,The national elections could see a far-right party enter the Spanish government for the first time since the 1970s.,https://www.nytimes.com/2023/07/23/world/europe/spain-election.html,1153,The national elections could see a far-right party enter the Spanish government for the first time since the 1970s.,Foreign,World,Europe,News,By Constant Méheut,
"In the U.K., a Disaster No One Wants to Talk About",2023-07-21 22:07:07+00:00,The political taboo around Bregret.,https://www.nytimes.com/2023/07/21/opinion/brexit-disaster.html,1048,The political taboo around Bregret.,OpEd,Opinion,,Op-Ed,By Michelle Goldberg,
The Supreme Court Rejects a Once-Fringe Elections Theory,2023-06-27 21:41:54+00:00,"Also, the Wagner chief begins exile in Belarus. Here’s the latest at the end of Tuesday.",https://www.nytimes.com/2023/06/27/briefing/supreme-court-elections-theory-wagner-leader.html,1265,"Also, the Wagner chief begins exile in Belarus. Here’s the latest at the end of Tuesday.",NYTNow,Briefing,,News,By Matthew Cullen,
The Supreme Court Just Helped Save American Democracy From Trumpism,2023-06-27 17:55:23+00:00,The end of the “independent state legislature” doctrine.,https://www.nytimes.com/2023/06/27/opinion/scotus-saved-democracy.html,1005,The end of the “independent state legislature” doctrine.,OpEd,Opinion,,Op-Ed,By David French,
Andy Warhol and ‘Fair Use’ in Art,2023-06-27 16:21:10+00:00,Readers discuss a Supreme Court case involving the artist. Also: The Federalist Society; Donald Trump’s motives; passive house standards; elder care.,https://www.nytimes.com/2023/06/27/opinion/letters/andy-warhol-fair-use.html,1073,Readers discuss a Supreme Court case involving the artist. Also: The Federalist Society; Donald Trump’s motives; passive house standards; elder care.,Letters,Opinion,Letters,Letter,,
A Handy Guide to the Republican Definition of a Crime,2023-06-27 09:00:28+00:00,The party of law and order has given new meaning to “law and order.” Here’s what it considers crimeworthy.,https://www.nytimes.com/2023/06/27/opinion/republicans-crime-guide.html,1355,The party of law and order has given new meaning to “law and order.” Here’s what it considers crimeworthy.,Editorial,Opinion,,Op-Ed,By David Firestone,
Your Tuesday Briefing,2023-06-27 04:54:09+00:00,An angry speech by Vladimir Putin.,https://www.nytimes.com/2023/06/27/briefing/putin-greece-election-trump.html,1283,An angry speech by Vladimir Putin.,NYTNow,Briefing,,briefing,By Natasha Frost,
Far Right Pushes a Through-the-Looking-Glass Narrative on Jan. 6,2023-06-23 09:01:26+00:00,An ecosystem of true believers is promoting a tale of persecution rather than prosecution that has migrated to the heart of presidential politics.,https://www.nytimes.com/2023/06/23/us/politics/jan-6-trump.html,1410,An ecosystem of true believers is promoting a tale of persecution rather than prosecution that has migrated to the heart of presidential politics.,Washington,U.S.,Politics,News,By Robert Draper,
DeSantis Dodges Question on Endorsing Trump as 2024 Nominee,2023-06-22 21:38:08+00:00,The Florida governor did say he would “respect the outcome” of the primaries while Donald Trump has refused to commit to backing the party’s 2024 nominee if the former president falls short.,https://www.nytimes.com/2023/06/22/us/politics/desantis-trump.html,685,The Florida governor did say he would “respect the outcome” of the primaries while Donald Trump has refused to commit to backing the party’s 2024 nominee if the former president falls short.,Politics,U.S.,Politics,News,By Nicholas Nehamas,
The Importance of Hope in the Pro-Life Movement,2023-06-22 19:30:09+00:00,"One year after Dobbs, abortion opponents must contemplate their political alliances.",https://www.nytimes.com/2023/06/22/opinion/abortion-law-reality.html,1509,"One year after Dobbs, abortion opponents must contemplate their political alliances.",OpEd,Opinion,,Op-Ed,By David French,
How to Change an Entrenched Police Culture,2023-06-22 17:00:16+00:00,Readers discuss police reforms after the George Floyd murder. Also: The submersible; Justice Alito’s ethics; President Trump’s behavior; child care funding.,https://www.nytimes.com/2023/06/22/opinion/letters/police-minneapolis.html,1360,Readers discuss police reforms after the George Floyd murder. Also: The submersible; Justice Alito’s ethics; President Trump’s behavior; child care funding.,Letters,Opinion,Letters,Letter,,
The Bargain You Make Living in America May No Longer Hold,2023-06-21 09:00:13+00:00,"Less for more. That’s the fundamental bargain, as it’s been construed since Roe v. Wade and the Reagan revolution.",https://www.nytimes.com/2023/06/21/opinion/american-freedom-after-dobbs.html,1140,"Less for more. That’s the fundamental bargain, as it’s been construed since Roe v. Wade and the Reagan revolution.",OpEd,Opinion,,Op-Ed,By Katherine Miller,
"Following Setbacks, Climate Activists Rethink Their Approach",2023-05-30 11:41:12+00:00,Climate-focused shareholder activists have scored only a few victories in their efforts to push oil giants to adopt cleaner business strategies.,https://www.nytimes.com/2023/05/30/business/dealbook/climate-shareholder-activists-oil.html,1605,Climate-focused shareholder activists have scored only a few victories in their efforts to push oil giants to adopt cleaner business strategies.,Business,Business,DealBook,News,"By Andrew Ross Sorkin, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch, Ephrat Livni and Vivienne Walt",
Why North Korea’s Princess Will Never Wear the Crown,2023-05-30 05:00:09+00:00,"Routine missile tests aren’t generating the headlines he craves, so Kim Jong-un is tapping his daughter’s global star power.",https://www.nytimes.com/2023/05/30/opinion/north-korea-succession-daughter.html,1413,"Routine missile tests aren’t generating the headlines he craves, so Kim Jong-un is tapping his daughter’s global star power.",OpEd,Opinion,,Op-Ed,By Chun Su-jin,
‘Succession’ Nailed the Unreal Way We Live Now,2023-05-29 05:58:24+00:00,"The show captured the terrifying, mesmerizing interplay between fact and fiction and turned it into great television.",https://www.nytimes.com/2023/05/29/opinion/succession-finale.html,2487,"The show captured the terrifying, mesmerizing interplay between fact and fiction and turned it into great television.",OpEd,Opinion,,Op-Ed,By Kurt Andersen,
Trump Must Be Pleased With the Way the Republican Race Is Shaping Up,2023-05-27 14:19:38+00:00,It’s 2016 all over again.,https://www.nytimes.com/2023/05/27/opinion/republican-trump-desantis-2024.html,1046,It’s 2016 all over again.,OpEd,Opinion,,Op-Ed,By Jamelle Bouie,
"DeSantis Steps Up Attacks on Trump, Hitting Him on Crime and Covid",2023-05-27 00:50:25+00:00,"Gov. Ron DeSantis of Florida vowed to repeal the First Step Act, a Trump-era criminal justice law, if elected president. He called it “basically a jailbreak bill.”",https://www.nytimes.com/2023/05/26/us/politics/desantis-trump-crime-covid.html,851,"Gov. Ron DeSantis of Florida vowed to repeal the First Step Act, a Trump-era criminal justice law, if elected president. He called it “basically a jailbreak bill.”",Politics,U.S.,Politics,News,"By Neil Vigdor, Maggie Haberman and Nicholas Nehamas",
"Citi Bike, 10 Years Old and Part of New York’s Street Life",2023-05-26 04:30:06+00:00,"The bike-share service has grown and spread into more city neighborhoods, and it even had a cameo on “Succession.”",https://www.nytimes.com/2023/05/26/nyregion/citi-bike-10-years-old.html,1532,"The bike-share service has grown and spread into more city neighborhoods, and it even had a cameo on “Succession.”",Metro,New York,,briefing,By James Barron,
Will DeSantis Destroy Conservatism as We Know It?,2023-05-25 19:30:03+00:00,He has distilled Trump’s impulses into an ideology — and there’s nothing conservative about it.,https://www.nytimes.com/2023/05/25/opinion/desantis-conservatism-gop-trump.html,1623,He has distilled Trump’s impulses into an ideology — and there’s nothing conservative about it.,OpEd,Opinion,,Op-Ed,By David French,
Ron DeSantis Launches His Campaign,2023-05-24 22:29:54+00:00,"Also, Tina Turner dies at 83. Here’s the latest at the end of Wednesday.",https://www.nytimes.com/2023/05/24/briefing/ron-desantis-campaign-tina-turner.html,1183,"Also, Tina Turner dies at 83. Here’s the latest at the end of Wednesday.",NYTNow,Briefing,,News,By Matthew Cullen,
"Conservatives like DeSantis’s aggressive policies, especially on social issues.",2023-05-24 21:51:04+00:00,,https://www.nytimes.com/live/2023/05/24/us/desantis-2024-election-president/conservatives-like-desantiss-aggressive-policies-especially-on-social-issues,308,,Politics,U.S.,Politics,Live Blog Post,By Nicholas Nehamas,
"In Shaky Start, Ron DeSantis Joins 2024 Race, Hoping to Topple Trump",2023-05-24 18:34:50+00:00,"The Florida governor, Donald Trump’s strongest challenger since 2016, made an unusual and glitch-marred entrance on Twitter alongside Elon Musk. He now faces a daunting clash with Mr. Trump and his scorched-earth tactics.",https://www.nytimes.com/2023/05/24/us/politics/ron-desantis-2024-presidential-election.html,1860,"The Florida governor, Donald Trump’s strongest challenger since 2016, made an unusual and glitch-marred entrance on Twitter alongside Elon Musk. He now faces a daunting clash with Mr. Trump and his scorched-earth tactics.",Politics,U.S.,Politics,News,By Nicholas Nehamas and Shane Goldmacher,
Walensky Resigns as C.D.C. Director,2023-05-05 16:50:31+00:00,"In an announcement on Friday, the head of the beleaguered agency said she would step down in June. “We made this world a safer place,” she said.",https://www.nytimes.com/2023/05/05/health/walensky-cdc-resignation.html,1482,"In an announcement on Friday, the head of the beleaguered agency said she would step down in June. “We made this world a safer place,” she said.",Science,Health,,News,By Apoorva Mandavilli and Noah Weiland,
Transcript: Ezra Klein Interviews Scott Wiener,2023-04-28 16:35:09+00:00,"The April 28, 2023, episode of “The Ezra Klein Show.”",https://www.nytimes.com/2023/04/28/podcasts/ezra-klein-podcast-transcript-scott-wiener.html,14420,"The April 28, 2023, episode of “The Ezra Klein Show.”",OpEd,Podcasts,,Op-Ed,,
‘The Most Dangerous Person in the World Is Randi Weingarten’,2023-04-28 09:00:36+00:00,School closures and culture wars turned classrooms into battlegrounds — and made the head of one of the country’s largest teachers’ unions a lightning rod for criticism.,https://www.nytimes.com/2023/04/28/magazine/randi-weingarten-teachers-unions.html,7443,School closures and culture wars turned classrooms into battlegrounds — and made the head of one of the country’s largest teachers’ unions a lightning rod for criticism.,Magazine,Magazine,,News,By Jonathan Mahler,
